Datetime, ECGRaw , AvgECG , ampECG , MAX , GSRRaw , Resistance , GSR(kohm) , SCL , GSRRMS , GSRMAV , EMGRaw , EMGRMS , EMGMAV , EMGVAR , EMGSSI , IEMG , AccX , AccY, AccZ , GyroX , GyroY , GyroZ , Aroll , Apitch , Groll , Gpitch, Gyaw , Combroll , Combpitch,Features,
20:04.5,502,521,781.5,814,447,1.29,776.04,2.18,52.48,446,571,58.2,575,3386,76797,3385,1.01,-0.03,-0.01,-1.84,1.24,-1.1,-2.54,-86.41,-65.34,-49.55,-17.47,-62.83,-51.02,Sad,
20:04.6,547,522,783,814,447,1.29,776.04,2.18,52.48,446,566,58.2,575,3386,69473,3951,1.02,-0.04,0,-1.92,1.47,-1.08,-2.72,-86.28,-65.47,-49.6,-17.5,-62.96,-51.06,Sad,
20:04.7,489,522,783,814,447,1.29,776.04,2.18,52.48,446,558,58.2,575,3386,53157,4509,1.02,-0.04,0.01,-2.04,1.1,-1.28,-2.65,-86.29,-65.62,-49.69,-17.55,-63.1,-51.15,Sad,
20:04.8,496,522,783,814,447,1.29,776.04,2.18,52.48,446,560,58.2,575,3386,39077,5069,1.02,-0.04,0,-2.01,0.63,-1.24,-2.7,-86.29,-65.77,-49.83,-17.59,-63.25,-51.29,Sad,
20:04.9,491,522,783,814,447,1.29,776.04,2.18,57.36,447,552,40.12,562,1609,0,0,1.02,-0.04,0,-1.97,0.74,-1.18,-2.56,-86.44,-65.91,-49.95,-17.63,-63.37,-51.41,Sad,
20:05.0,530,522,783,814,448,1.28,779.13,2.19,57.36,447,575,40.12,562,1609,2945,575,1.02,-0.04,0.01,-1.65,1.2,-1.05,-2.7,-86.27,-66.01,-50.03,-17.66,-63.48,-51.48,Sad,
20:05.1,493,522,783,814,447,1.29,776.04,2.18,57.36,447,630,40.12,562,1609,6629,1205,1.02,-0.04,0.01,-2.08,0.96,-1.18,-2.89,-86.09,-66.17,-50.14,-17.7,-63.64,-51.57,Sad,
20:05.2,496,521,781.5,814,447,1.29,776.04,2.18,57.36,447,557,40.12,562,1609,4294956494,1762,1.02,-0.03,0,-2.08,1.1,-1.08,-2.42,-86.57,-66.32,-50.23,-17.73,-63.76,-51.68,Sad,
20:05.3,513,522,783,814,447,1.29,776.04,2.18,57.36,447,551,40.12,562,1609,4294932415,2313,1.02,-0.04,0,-1.94,1.02,-1.11,-2.6,-86.39,-66.46,-50.32,-17.76,-63.91,-51.77,Sad,
20:05.4,530,522,783,814,447,1.29,776.04,2.18,57.36,447,547,40.12,562,1609,4294903944,2860,1.02,-0.04,0.01,-1.8,1.08,-1.29,-2.67,-86.21,-66.59,-50.42,-17.81,-64.03,-51.85,Sad,
20:05.5,504,522,783,814,447,1.29,776.04,2.18,57.36,447,552,40.12,562,1609,4294880968,3412,1.02,-0.03,0,-1.8,1.29,-1.14,-2.43,-86.57,-66.71,-50.49,-17.85,-64.14,-51.93,Sad,
20:05.6,497,522,783,814,447,1.29,776.04,2.18,57.36,447,571,40.12,562,1609,4294879329,3983,1.01,-0.03,0,-1.73,0.52,-1.27,-2.48,-86.52,-66.83,-50.64,-17.89,-64.26,-52.08,Sad,
20:05.7,542,522,783,814,447,1.29,776.04,2.18,57.36,447,561,40.12,562,1609,4294866370,4544,1.02,-0.04,0,-1.92,1.6,-0.94,-2.58,-86.42,-66.97,-50.68,-17.91,-64.39,-52.11,Sad,
20:05.8,540,521,781.5,814,447,1.29,776.04,2.18,57.36,447,648,40.12,562,1609,4294893058,5192,1.02,-0.04,0.01,-1.93,0.63,-1.24,-2.75,-86.22,-67.1,-50.82,-17.96,-64.53,-52.23,Sad,
20:05.9,493,521,781.5,814,447,1.29,776.04,2.18,57.36,447,567,20724.11,575,429488672,0,0,1.02,-0.03,-0.01,-1.83,-0.13,-1.33,-2.41,-86.47,-67.23,-51.03,-18.01,-64.64,-52.45,Sad,
20:06.0,518,521,781.5,814,447,1.29,776.04,2.18,57.36,447,586,20724.11,575,429488672,15716,586,1.02,-0.04,0,-2.03,1.83,-1.36,-2.62,-86.37,-67.38,-51.05,-18.07,-64.79,-52.46,Sad,
20:06.1,513,521,781.5,814,447,1.29,776.04,2.18,57.36,447,566,20724.11,575,429488672,8392,1152,1.02,-0.02,0,-1.85,-0.04,-1.34,-1.92,-87.08,-67.51,-51.26,-18.12,-64.89,-52.69,Sad,
20:06.2,507,521,781.5,814,447,1.29,776.04,2.18,57.36,447,577,20724.11,575,429488672,13641,1729,1.02,-0.03,0.01,-2.03,1.31,-1.15,-2.48,-86.44,-67.66,-51.33,-18.16,-65.06,-52.73,Sad,
20:06.3,503,521,781.5,814,447,1.29,776.04,2.18,57.36,447,575,20724.11,575,429488672,16586,2304,1.01,-0.04,0,-1.96,1.01,-1.17,-2.67,-86.31,-67.81,-51.43,-18.2,-65.2,-52.82,Sad,
20:06.4,538,521,781.5,814,447,1.29,776.04,2.18,57.36,447,568,20724.11,575,429488672,11530,2872,1.02,-0.03,0,-1.77,0.96,-1.11,-2.22,-86.78,-67.93,-51.53,-18.23,-65.3,-52.94,Sad,
20:06.5,492,521,781.5,814,447,1.29,776.04,2.18,57.36,447,627,20724.11,575,429488672,11443,3499,1.02,-0.03,0,-1.92,0.42,-1.16,-2.37,-86.62,-68.07,-51.69,-18.27,-65.44,-53.09,Sad,
20:06.6,483,521,781.5,814,448,1.28,779.13,2.19,57.36,447,550,20724.11,575,429488672,4294953559,4049,1.02,-0.03,0.01,-1.98,0.98,-1.3,-2.51,-86.36,-68.21,-51.8,-18.32,-65.58,-53.18,Sad,
20:06.7,513,521,781.5,814,448,1.28,779.13,2.19,57.36,447,579,20724.11,575,429488672,4294961120,4628,1.01,-0.04,0.01,-1.99,1.21,-1.21,-2.79,-86.18,-68.36,-51.88,-18.36,-65.74,-53.25,Sad,
20:06.8,512,521,781.5,814,448,1.28,779.13,2.19,57.36,447,570,20724.11,575,429488672,4294958340,5198,1.01,-0.03,0,-2.02,0.45,-1.09,-2.52,-86.48,-68.51,-52.04,-18.39,-65.87,-53.41,Sad,
20:06.9,501,521,781.5,814,448,1.28,779.13,2.19,59.66,447,578,20724.3,577,429496480,0,0,1.02,-0.03,0,-2.02,0.76,-1.31,-2.53,-86.47,-68.66,-52.16,-18.45,-66.01,-53.54,Sad,
20:07.0,508,521,781.5,814,447,1.29,776.04,2.18,59.66,447,580,20724.3,577,429496480,8720,580,1.01,-0.03,-0.01,-1.97,1.39,-1.29,-2.14,-86.69,-68.8,-52.22,-18.5,-66.13,-53.6,Sad,
20:07.1,541,521,781.5,814,447,1.29,776.04,2.18,59.66,447,590,20724.3,577,429496480,29140,1170,1.02,-0.04,0.01,-2.06,1.76,-1.03,-2.64,-86.33,-68.95,-52.25,-18.52,-66.3,-53.61,Sad,
20:07.2,492,521,781.5,814,448,1.28,779.13,2.19,59.66,447,592,20724.3,577,429496480,51924,1762,1.02,-0.03,0,-2.05,-0.09,-1.25,-2.4,-86.6,-69.1,-52.46,-18.57,-66.43,-53.83,Sad,
20:07.4,489,521,781.5,814,448,1.28,779.13,2.19,59.66,447,553,20724.3,577,429496480,30053,2315,1.02,-0.04,-0.01,-1.92,2.15,-1.09,-2.62,-86.35,-69.24,-52.45,-18.6,-66.58,-53.8,Sad,
20:07.5,509,519,778.5,814,447,1.29,776.04,2.18,59.66,447,567,20724.3,577,429496480,23862,2882,1.01,-0.04,0,-1.96,0.07,-1.28,-2.66,-86.33,-69.38,-52.64,-18.65,-66.71,-53.99,Sad,
20:07.6,538,519,778.5,814,447,1.29,776.04,2.18,59.66,447,545,20724.3,577,429496480,4294960503,3427,1.02,-0.03,0,-1.92,1.08,-1.08,-2.52,-86.48,-69.52,-52.74,-18.68,-66.84,-54.09,Sad,
20:07.7,495,519,778.5,814,447,1.29,776.04,2.18,59.66,447,571,20724.3,577,429496480,4294958864,3998,1.01,-0.04,0.01,-1.92,1.31,-1.17,-2.58,-86.26,-69.66,-52.81,-18.72,-66.98,-54.15,Sad,
20:07.8,493,519,778.5,814,447,1.29,776.04,2.18,59.66,447,577,20724.3,577,429496480,4294964113,4575,1.02,-0.04,0,-1.96,1.08,-1.08,-2.61,-86.37,-69.81,-52.9,-18.75,-67.12,-54.24,Sad,
20:07.9,493,519,778.5,814,447,1.29,776.04,2.18,59.66,447,590,20724.3,577,429496480,17237,5165,1.02,-0.03,0.01,-1.67,0.57,-1.18,-2.43,-86.5,-69.92,-53.05,-18.79,-67.22,-54.39,Sad,
20:08.0,482,519,778.5,814,447,1.29,776.04,2.18,58.14,447,568,34.9,573,1217,0,0,1.02,-0.03,0.01,-2.07,0.63,-1.44,-2.39,-86.55,-70.07,-53.18,-18.85,-67.36,-54.52,Sad,
20:08.1,480,519,778.5,814,447,1.29,776.04,2.18,58.14,447,570,34.9,573,1217,4294964516,570,1.02,-0.03,0,-1.81,0.42,-1.13,-2.35,-86.65,-70.19,-53.34,-18.88,-67.48,-54.68,Sad,
20:08.2,503,519,778.5,814,447,1.29,776.04,2.18,58.14,447,581,34.9,573,1217,7101,1151,1.01,-0.03,0,-2.1,2.73,-0.98,-2.51,-86.49,-70.35,-53.27,-18.9,-67.63,-54.6,Sad,
20:08.3,544,519,778.5,814,447,1.29,776.04,2.18,58.14,447,597,34.9,573,1217,35830,1748,1.01,-0.03,0,-1.93,0.11,-1.31,-2.22,-86.77,-70.48,-53.46,-18.95,-67.75,-54.79,Sad,
20:08.4,500,519,778.5,814,447,1.29,776.04,2.18,58.14,447,583,34.9,573,1217,48039,2331,1.02,-0.04,0,-2.02,0.55,-1.22,-2.59,-86.4,-70.63,-53.61,-19,-67.91,-54.92,Sad,
20:08.5,508,519,778.5,814,447,1.29,776.04,2.18,58.14,447,595,34.9,573,1217,74384,2926,1.01,-0.03,-0.01,-1.69,0.72,-1.19,-2.44,-86.53,-70.74,-53.73,-19.04,-68.01,-55.05,Sad,
20:08.6,512,519,778.5,814,447,1.29,776.04,2.18,58.14,447,589,34.9,573,1217,93625,3515,1.02,-0.03,0.01,-2.03,1.27,-1.21,-2.45,-86.44,-70.89,-53.81,-19.08,-68.15,-55.11,Sad,
20:08.7,498,519,778.5,814,447,1.29,776.04,2.18,58.14,447,607,34.9,573,1217,68858,4122,1.02,-0.03,0,-1.96,0.39,-1.21,-2.52,-86.48,-71.03,-53.97,-19.12,-68.29,-55.27,Sad,
20:08.8,566,520,780,814,447,1.29,776.04,2.18,58.14,447,588,34.9,573,1217,86922,4710,1.02,-0.04,0.01,-1.89,0.58,-1.13,-2.64,-86.32,-71.16,-54.11,-19.16,-68.42,-55.4,Sad,
20:08.9,498,519,778.5,814,447,1.29,776.04,2.18,58.14,447,575,34.9,573,1217,89867,5285,1.02,-0.03,0,-1.84,0.95,-1.15,-2.42,-86.58,-71.29,-54.22,-19.19,-68.54,-55.51,Sad,
20:09.0,530,520,780,814,448,1.28,779.13,2.19,57.36,447,647,107.36,593,11525,0,0,1.01,-0.03,0,-1.98,1.08,-1.21,-2.54,-86.45,-71.43,-54.31,-19.23,-68.68,-55.6,Sad,
20:09.1,498,520,780,814,447,1.29,776.04,2.18,57.36,447,621,107.36,593,11525,4294959721,621,1.01,-0.03,-0.01,-1.82,0.7,-1.19,-2.53,-86.43,-71.56,-54.44,-19.27,-68.8,-55.72,Sad,
20:09.2,512,520,780,814,448,1.28,779.13,2.19,57.36,447,616,107.36,593,11525,4294945961,1237,1.01,-0.04,-0.01,-1.98,1.31,-1.18,-2.76,-86.21,-71.71,-54.51,-19.31,-68.95,-55.78,Sad,
20:09.3,492,519,778.5,814,447,1.29,776.04,2.18,57.36,447,586,107.36,593,11525,4294961677,1823,1.02,-0.03,-0.01,-1.84,0.92,-1,-2.34,-86.63,-71.84,-54.62,-19.34,-69.06,-55.9,Sad,
20:09.4,492,519,778.5,814,447,1.29,776.04,2.18,57.36,447,572,107.36,593,11525,4294961181,2395,1.02,-0.04,0.01,-1.97,0.85,-1.09,-2.65,-86.29,-71.98,-54.74,-19.37,-69.2,-56,Sad,
20:09.5,509,519,778.5,814,447,1.29,776.04,2.18,57.36,447,570,107.36,593,11525,4294958401,2965,1.01,-0.04,-0.01,-1.96,1.73,-1.25,-2.72,-86.25,-72.12,-54.76,-19.41,-69.34,-56.02,Sad,
20:09.6,767,522,783,814,447,1.29,776.04,2.18,57.36,447,572,107.36,593,11525,4294957905,3537,1.01,-0.04,0,-1.98,0.74,-1.15,-2.61,-86.39,-72.26,-54.89,-19.45,-69.48,-56.15,Sad,
20:09.7,493,522,783,814,448,1.28,779.13,2.19,57.36,447,578,107.36,593,11525,4294964309,4115,1.01,-0.03,-0.01,-1.76,1.03,-1.27,-2.42,-86.56,-72.39,-54.99,-19.5,-69.59,-56.25,Sad,
20:09.8,528,521,781.5,814,447,1.29,776.04,2.18,57.36,447,580,107.36,593,11525,5733,4695,1.02,-0.04,0.01,-2,0.6,-1.27,-2.72,-86.24,-72.53,-55.13,-19.55,-69.74,-56.38,Sad,
20:09.9,499,521,781.5,814,447,1.29,776.04,2.18,57.36,447,565,107.36,593,11525,4294964574,5260,1.02,-0.04,0,-1.99,1.45,-1.18,-2.66,-86.34,-72.68,-55.19,-19.59,-69.88,-56.43,Sad,
20:10.0,508,521,781.5,814,448,1.28,779.13,2.19,58.9,447,603,20724.23,586,429493504,0,0,1.01,-0.03,0,-1.89,0.98,-1,-2.39,-86.61,-72.81,-55.29,-19.61,-69.99,-56.54,Sad,
20:10.1,505,521,781.5,814,447,1.29,776.04,2.18,58.9,447,583,20724.23,586,429493504,12209,583,1.02,-0.04,0,-1.95,0.97,-1.11,-2.75,-86.24,-72.95,-55.39,-19.64,-70.14,-56.63,Sad,
20:10.2,501,521,781.5,814,447,1.29,776.04,2.18,58.9,447,576,20724.23,586,429493504,16305,1159,1.02,-0.03,0,-2.02,1.19,-1.22,-2.43,-86.56,-73.1,-55.48,-19.68,-70.27,-56.72,Sad,
20:10.3,532,521,781.5,814,447,1.29,776.04,2.18,58.9,447,600,20724.23,586,429493504,48625,1759,1.01,-0.03,0,-1.98,1.05,-1.19,-2.5,-86.5,-73.24,-55.57,-19.73,-70.41,-56.81,Sad,
20:10.4,492,521,781.5,814,448,1.28,779.13,2.19,58.9,447,597,20724.23,586,429493504,77354,2356,1.02,-0.03,0,-2.06,1.41,-1.09,-2.39,-86.61,-73.4,-55.63,-19.76,-70.56,-56.87,Sad,
20:10.5,486,520,780,814,447,1.29,776.04,2.18,58.9,447,591,20724.23,586,429493504,98955,2947,1.01,-0.03,-0.01,-2.05,1.11,-1.14,-2.18,-86.76,-73.55,-55.72,-19.79,-70.69,-56.96,Sad,
20:10.6,496,517,775.5,814,447,1.29,776.04,2.18,58.9,447,572,20724.23,586,429493504,98459,3519,1.02,-0.04,0,-1.93,1.56,-1.03,-2.75,-86.25,-73.69,-55.77,-19.82,-70.85,-56.99,Sad,
20:10.7,558,518,777,814,447,1.29,776.04,2.18,58.9,447,594,20724.23,586,429493504,123615,4113,1.02,-0.03,0.01,-1.94,0.03,-1.33,-2.41,-86.43,-73.83,-55.97,-19.87,-70.97,-57.18,Sad,
20:10.8,490,518,777,814,447,1.29,776.04,2.18,58.9,447,573,20724.23,586,429493504,124264,4686,1.02,-0.03,0,-2.33,2.17,-1.13,-2.38,-86.61,-74.01,-55.95,-19.91,-71.14,-57.18,Sad,
20:10.9,498,518,777,814,447,1.29,776.04,2.18,58.9,447,579,20724.23,586,429493504,131825,5265,1.02,-0.04,0.02,-1.66,-0.26,-1.31,-2.57,-86.23,-74.12,-56.18,-19.96,-71.26,-57.38,Sad,
20:11.0,495,518,777,814,448,1.28,779.13,2.19,58.14,447,634,118.56,589,14055,0,0,1.01,-0.04,0,-1.97,-0.21,-1.32,-2.67,-86.31,-74.26,-56.4,-20.01,-71.4,-57.59,Sad,
20:11.1,503,518,777,814,447,1.29,776.04,2.18,58.14,447,577,118.56,589,14055,5249,577,1.01,-0.02,0,-2.08,1.08,-1.24,-1.81,-87.17,-74.41,-56.49,-20.06,-71.51,-57.72,Sad,
20:11.2,511,518,777,814,448,1.28,779.13,2.19,58.14,447,567,118.56,589,14055,4294966354,1144,1.02,-0.03,-0.01,-2.13,0.93,-1.11,-2.37,-86.56,-74.57,-56.6,-20.09,-71.68,-57.8,Sad,
20:11.3,748,520,780,814,447,1.29,776.04,2.18,58.14,447,573,118.56,589,14055,4294967003,1717,1.01,-0.04,0,-2.03,1.24,-1.11,-2.61,-86.39,-74.72,-56.67,-20.12,-71.84,-57.86,Sad,
20:11.4,502,517,775.5,814,447,1.29,776.04,2.18,58.14,447,583,118.56,589,14055,11916,2300,1.01,-0.03,-0.01,-1.99,0.3,-1.3,-2.33,-86.55,-74.87,-56.85,-20.17,-71.96,-58.03,Sad,
20:11.5,537,518,777,814,448,1.28,779.13,2.19,58.14,447,606,118.56,589,14055,4294953232,2906,1.02,-0.03,-0.01,-1.98,1.4,-1.14,-2.3,-86.63,-75.01,-56.91,-20.21,-72.1,-58.1,Sad,
20:11.6,504,518,777,814,448,1.28,779.13,2.19,58.14,447,604,118.56,589,14055,4294924832,3510,1.01,-0.03,0,-1.89,0.68,-1.18,-2.55,-86.45,-75.14,-57.04,-20.25,-72.24,-58.22,Sad,
20:11.7,508,518,777,814,447,1.29,776.04,2.18,58.14,447,587,118.56,589,14055,4294941721,4097,1.01,-0.04,0,-1.99,0.98,-1.18,-2.79,-86.2,-75.29,-57.14,-20.29,-72.39,-58.31,Sad,
20:11.8,502,518,777,814,447,1.29,776.04,2.18,58.14,447,582,118.56,589,14055,4294952765,4679,1.02,-0.04,0,-2.02,0.92,-1.16,-2.73,-86.27,-75.44,-57.25,-20.32,-72.53,-58.41,Sad,
20:11.9,501,518,777,814,447,1.29,776.04,2.18,58.14,447,604,118.56,589,14055,4294924365,5283,1.02,-0.03,0,-1.92,0.94,-1.35,-2.35,-86.65,-75.58,-57.36,-20.38,-72.65,-58.53,Sad,
20:12.0,529,518,777,814,448,1.28,779.13,2.19,59.66,447,614,20724.16,589,429490816,0,0,1.01,-0.04,0.01,-1.92,1.21,-0.96,-2.61,-86.35,-75.71,-57.44,-20.4,-72.79,-58.6,Sad,
20:12.1,491,518,777,814,447,1.29,776.04,2.18,59.66,447,608,20724.16,589,429490816,4294943744,608,1.02,-0.03,0,-1.76,0.86,-1.16,-2.33,-86.64,-75.83,-57.56,-20.43,-72.89,-58.72,Sad,
20:12.2,489,514,771,814,447,1.29,776.04,2.18,59.66,447,570,20724.16,589,429490816,4294940964,1178,1.01,-0.03,-0.01,-1.92,1.17,-1.31,-2.56,-86.4,-75.97,-57.64,-20.49,-73.04,-58.79,Sad,
20:12.3,503,514,771,814,447,1.29,776.04,2.18,59.66,447,581,20724.16,589,429490816,4294950845,1759,1.02,-0.04,0,-1.85,0.63,-1.2,-2.92,-86.08,-76.11,-57.78,-20.53,-73.18,-58.92,Sad,
20:12.4,557,515,772.5,814,447,1.29,776.04,2.18,59.66,447,583,20724.16,589,429490816,4294963054,2342,1.02,-0.04,0,-2.02,0.97,-1.2,-2.68,-86.31,-76.26,-57.89,-20.57,-73.31,-59.03,Sad,
20:12.5,497,515,772.5,814,447,1.29,776.04,2.18,59.66,447,595,20724.16,589,429490816,22103,2937,1.02,-0.04,0.01,-1.95,1.05,-1.07,-2.88,-86.1,-76.4,-57.98,-20.6,-73.46,-59.11,Sad,
20:12.6,503,515,772.5,814,447,1.29,776.04,2.18,59.66,447,615,20724.16,589,429490816,7112,3552,1.02,-0.03,0,-1.92,0.71,-1.26,-2.48,-86.51,-76.53,-58.12,-20.65,-73.57,-59.25,Sad,
20:12.7,496,515,772.5,814,448,1.28,779.13,2.19,59.66,447,620,20724.16,589,429490816,4294965592,4172,1.02,-0.03,-0.01,-2.05,0.91,-1.09,-2.24,-86.72,-76.69,-58.23,-20.68,-73.71,-59.37,Sad,
20:12.8,501,514,771,814,448,1.28,779.13,2.19,59.66,447,604,20724.16,589,429490816,4294937192,4776,1.01,-0.03,0,-1.87,1.06,-1.11,-2.43,-86.56,-76.82,-58.32,-20.71,-73.85,-59.45,Sad,
20:12.9,528,515,772.5,814,448,1.28,779.13,2.19,59.66,447,599,20724.16,589,429490816,1017,5375,1.02,-0.04,0.02,-1.72,0.66,-1.11,-2.71,-86.12,-76.94,-58.46,-20.74,-73.97,-59.57,Sad,
20:13.0,761,517,775.5,814,448,1.28,779.13,2.19,59.66,447,571,20724.3,594,429496672,0,0,1.02,-0.04,-0.03,-1.99,0.22,-1.31,-2.64,-85.84,-77.08,-58.64,-20.8,-74.11,-59.73,Sad,
20:13.1,497,517,775.5,814,447,1.29,776.04,2.18,59.66,447,576,20724.3,594,429496672,4096,576,1.01,-0.04,0.01,-1.97,2.02,-1.07,-2.78,-86.09,-77.23,-58.64,-20.83,-74.25,-59.74,Sad,
21:24.7,575,575,862.5,575,447,1.29,776.04,2.18,0,0,750,0,0,0,4294956989,1529,1.02,-0.03,0,-2.35,0.82,-1.1,-2.55,-86.45,-0.36,-0.35,-0.08,-0.45,-3.8,Motivate,
21:24.8,572,573,859.5,575,447,1.29,776.04,2.18,0,0,724,0,0,0,4294956877,2253,1.01,-0.04,-0.01,-1.85,3.31,-1.39,-2.58,-86.29,-0.49,-0.22,-0.14,-0.57,-3.67,Motivate,
21:24.9,594,580,870,594,447,1.29,776.04,2.18,0,0,715,0,0,0,4294943814,2968,1.02,-0.04,0,-1.77,1.94,-1.05,-2.74,-86.26,-0.61,-0.23,-0.16,-0.69,-3.67,Motivate,
21:25.0,503,561,841.5,594,447,1.29,776.04,2.18,0,0,740,0,0,0,4294967126,3708,1.02,-0.03,0,-2.04,0.82,-1.13,-2.36,-86.62,-0.75,-0.35,-0.2,-0.82,-3.8,Motivate,
21:25.1,502,549,823.5,594,448,1.28,779.13,2.19,0,0,713,0,0,0,4294951207,4421,1.02,-0.04,0.03,-2.69,4.13,-0.97,-2.73,-85.83,-0.96,-0.14,-0.21,-1.03,-3.56,Motivate,
21:25.2,518,544,816,594,448,1.28,779.13,2.19,0,0,718,0,0,0,4294942443,5139,1.01,-0.03,0,-1.89,0.64,-1.11,-2.54,-86.45,-1.09,-0.27,-0.24,-1.15,-3.72,Motivate,
21:25.3,532,542,813,594,448,1.28,779.13,2.19,0,0,702,0,0,0,4294910959,5841,1.03,-0.05,0.01,-1.22,0.52,-1.21,-3.44,-85.47,-1.16,-0.42,-0.29,-1.25,-3.82,Motivate,
21:25.4,501,537,805.5,594,447,1.29,776.04,2.18,0,0,722,0,0,0,4294907955,6563,1.02,-0.05,0.01,-1.49,2.09,-1.32,-3.4,-85.52,-1.25,-0.41,-0.34,-1.33,-3.81,Motivate,
21:25.5,491,532,798,594,447,1.29,776.04,2.18,59.66,447,717,20724.14,728,429489760,0,0,1.02,-0.03,0.02,-2.28,1.43,-1.18,-2.44,-86.25,-1.42,-0.46,-0.38,-1.46,-3.9,Motivate,
21:25.6,471,525,787.5,594,447,1.29,776.04,2.18,59.66,447,690,20724.14,728,429489760,17348,690,1.01,-0.03,0,-2.05,0.7,-0.79,-2.4,-86.6,-1.57,-0.59,-0.38,-1.6,-4.03,Motivate,
21:25.7,483,522,783,594,448,1.28,779.13,2.19,59.66,447,724,20724.14,728,429489760,17236,1414,1.03,-0.03,0.02,-1.37,2.17,-1.21,-2.36,-86.25,-1.65,-0.58,-0.42,-1.68,-4,Motivate,
21:25.8,489,519,778.5,594,447,1.29,776.04,2.18,59.66,447,727,20724.14,728,429489760,21477,2141,1.01,-0.02,0,-2.98,1.38,-1.01,-1.96,-87.04,-1.89,-0.64,-0.44,-1.89,-4.1,Motivate,
21:25.9,525,519,778.5,594,447,1.29,776.04,2.18,59.66,447,712,20724.14,728,429489760,4133,2853,1.02,-0.03,0.01,-2,1.17,-0.98,-2.54,-86.34,-2.04,-0.72,-0.46,-2.06,-4.15,Motivate,
21:26.0,484,517,775.5,594,447,1.29,776.04,2.18,59.66,447,707,20724.14,728,429489760,4294946990,3560,1.01,-0.04,0.03,-1.98,-0.56,-1.13,-2.76,-85.75,-2.18,-0.98,-0.5,-2.2,-4.37,Motivate,
21:26.1,500,516,774,594,447,1.29,776.04,2.18,59.66,447,723,20724.14,728,429489760,4294945431,4283,1.02,-0.04,0.01,-1.63,1.7,-1.17,-2.82,-86.15,-2.29,-1.01,-0.53,-2.31,-4.42,Motivate,
21:26.2,488,514,771,594,447,1.29,776.04,2.18,59.66,447,715,20724.14,728,429489760,4294932368,4998,1.02,-0.04,0,-2.39,1.76,-1.21,-2.69,-86.31,-2.48,-1.04,-0.58,-2.49,-4.45,Motivate,
21:26.3,483,512,768,594,447,1.29,776.04,2.18,59.66,447,694,20724.14,728,429489760,4294955252,5692,1.02,-0.04,0.02,-1.97,0.47,-1.01,-2.71,-86.08,-2.62,-1.19,-0.6,-2.62,-4.59,Motivate,
21:26.4,485,510,765,594,448,1.28,779.13,2.19,59.66,447,714,20724.14,728,429489760,4294940760,6406,1.01,-0.03,0.01,-2.48,0.61,-1.21,-2.52,-86.44,-2.81,-1.33,-0.64,-2.8,-4.74,Motivate,
21:26.5,528,511,766.5,594,447,1.29,776.04,2.18,58.14,447,714,20724.21,712,429492640,0,0,1.02,-0.04,0.02,-2.03,0.94,-1.12,-2.67,-86.15,-2.96,-1.44,-0.67,-2.95,-4.83,Motivate,
21:26.6,501,511,766.5,594,448,1.28,779.13,2.19,58.14,447,744,20724.21,712,429492640,29248,744,1.01,-0.03,0.02,-1.96,0.6,-1.16,-2.44,-86.34,-3.1,-1.58,-0.71,-3.07,-4.97,Motivate,
21:26.7,506,511,766.5,594,447,1.29,776.04,2.18,58.14,447,718,20724.21,712,429492640,20484,1462,1.01,-0.04,0.01,-1.82,0.49,-1.32,-2.72,-86.13,-3.23,-1.73,-0.76,-3.21,-5.11,Motivate,
21:26.8,506,510,765,594,447,1.29,776.04,2.18,58.14,447,709,20724.21,712,429492640,4294966173,2171,1.02,-0.04,0.01,-1.8,0.44,-1.11,-2.68,-86.16,-3.35,-1.89,-0.8,-3.33,-5.26,Motivate,
21:26.9,690,518,777,690,448,1.28,779.13,2.19,58.14,447,715,20724.21,712,429492640,4294953110,2886,1.02,-0.03,0.02,-2.02,0.95,-1.18,-2.54,-86.16,-3.5,-2,-0.84,-3.46,-5.36,Motivate,
21:27.0,487,517,775.5,690,447,1.29,776.04,2.18,58.14,447,716,20724.21,712,429492640,4294941478,3602,1.02,-0.04,0.01,-1.96,0.43,-1.27,-2.66,-86.27,-3.64,-2.16,-0.89,-3.61,-5.52,Motivate,
21:27.1,517,517,775.5,690,447,1.29,776.04,2.18,58.14,447,703,20724.21,712,429492640,4294911399,4305,1.01,-0.03,0.01,-1.98,0.95,-1.11,-2.53,-86.42,-3.79,-2.26,-0.92,-3.74,-5.63,Motivate,
21:27.2,492,516,774,690,447,1.29,776.04,2.18,58.14,447,714,20724.21,712,429492640,4294896907,5019,1.02,-0.04,0.01,-1.82,0.59,-1.17,-3.02,-85.91,-3.92,-2.41,-0.96,-3.88,-5.75,Motivate,
21:27.3,509,516,774,690,447,1.29,776.04,2.18,58.14,447,724,20724.21,712,429492640,4294896795,5743,1.01,-0.04,0.01,-1.92,0.09,-1.08,-2.58,-86.38,-4.05,-2.6,-0.99,-4,-5.95,Motivate,
21:27.4,500,515,772.5,690,448,1.28,779.13,2.19,58.14,447,715,20724.21,712,429492640,4294883732,6458,1.01,-0.04,0,-2.03,0.42,-1.14,-2.69,-86.3,-4.2,-2.76,-1.02,-4.14,-6.1,Motivate,
21:27.5,481,514,771,690,447,1.29,776.04,2.18,58.9,447,712,20724.06,717,429486624,0,0,1.02,-0.04,0,-1.46,1.54,-1.28,-2.68,-86.31,-4.29,-2.81,-1.07,-4.23,-6.15,Motivate,
